nombre_circuito,0,1
circuito_1,4080,16
circuito_2,4078,18
circuito_3,65,4031
circuito_4,4064,32
circuito_5,73,4023
circuito_6,71,4025
circuito_7,4050,46
circuito_8,60,4036
